game_id,Winner,score_difference
2014100506,H,10
2014100505,H,6
2014100501,H,3
2014100502,A,-3
2014100503,H,7
2014100504,A,-8
2014100509,H,21
2014100511,H,5
2014100510,H,31
2014100512,H,26
2014100600,A,-10
2014100900,A,-5
2014101203,H,21
2014101201,A,-15
2014101202,A,0
2014101208,H,2
2014101204,A,-3
2014101205,A,-14
2014101206,A,-14
2014101207,A,-31
2014101209,A,-3
2014101200,A,-14
2014101211,A,-7
2014101210,H,10
2014101212,H,27
2014101300,A,-14
2014101600,H,2
2014101900,H,22
2014101908,H,2
2014101907,H,2
2014101906,H,18
2014101905,H,27
2014101901,H,1
2014101902,A,-13
2014101903,H,1
2014101904,H,21
2014101909,A,-3
2014101911,A,-11
2014101910,H,10
2014101912,H,25
2014102000,H,7
2014102300,H,14
2014102600,A,-1
2014102607,A,-6
2014102606,A,-20
2014102605,H,28
2014102601,A,-4
2014102603,A,-14
2014102602,H,3
2014102608,A,-14
2014102604,H,27
2014102609,H,4
2014102611,H,17
2014102610,H,10
2014102612,H,21
2014102700,A,-3
2014103000,A,-18
2014110201,H,5
2014110202,A,-11
2014110203,A,-10
2014110204,H,14
2014110200,H,10
2014110205,H,37
2014110206,H,3
2014110207,A,-3
2014110208,H,22
2014110209,H,6
2014110210,H,20
2014110300,A,-16
2014110600,A,-21
2014110901,A,-4
2014110902,H,4
2014110903,A,-14
2014110904,A,-3
2014110900,H,14
2014110905,H,7
2014110906,A,-10
2014110907,A,-24
2014110908,H,17
2014110909,H,21
2014110910,H,41
2014111000,H,24
2014111300,H,13
2014111601,H,8
2014111602,A,-16
2014111600,A,-2
2014111605,A,-17
2014111608,A,-20
2014111607,H,15
2014111606,A,-6
2014111604,H,4
2014111609,H,7
2014111610,H,8
2014111603,H,33
2014111611,A,-22
2014111700,A,-3
2014112000,H,4
2014112300,A,-2
2014112307,H,19
2014112306,H,25
2014112305,A,-3
2014112304,H,20
2014112303,A,-9
2014112302,H,8
2014112309,H,16
2014112308,H,3
2014112311,H,4
2014112310,H,3
2014112312,A,-3
2014112301,H,35
2014112400,A,-7
2014112700,H,17
2014112701,A,-23
2014112702,A,-16
2014113003,H,22
2014113002,H,24
2014113001,H,16
2014113000,A,-1
2014113004,H,1
2014113008,A,-1
2014113007,H,52
2014113006,A,-3
2014113005,H,18
2014113009,H,11
2014113010,H,5
2014113011,A,-13
2014120100,A,-3
2014120400,A,-13
2014120700,A,-21
2014120708,A,-24
2014120707,A,-29
2014120706,A,-31
2014120705,H,6
2014120704,A,-15
2014120701,A,-1
2014120702,H,17
2014120703,A,-14
2014120710,H,7
2014120709,H,3
2014120712,A,-10
2014120711,H,11
2014120713,A,-9
2014120800,H,6
2014121100,A,-6
2014121400,A,-7
2014121409,H,11
2014121408,H,28
2014121407,H,18
2014121406,H,7
2014121404,A,-30
2014121401,H,8
2014121402,H,8
2014121403,H,2
2014121411,A,-5
2014121410,A,-12
2014121405,H,2
2014121412,H,10
2014121413,A,-11
2014121500,A,-16
2014121800,H,8
2014122000,H,3
2014122001,A,-3
2014122103,H,2
2014122102,H,12
2014122101,A,-6
2014122100,H,4
2014122104,A,-16
2014122107,A,-17
2014122106,H,8
2014122105,A,-1
2014122108,A,-10
2014122110,H,2
2014122109,H,35
2014122111,A,-29
2014122200,H,9
2014122801,H,10
2014122812,A,-27
2014122811,A,-17
2014122810,A,-3
2014122808,A,-8
2014122807,A,-8
2014122803,H,6
2014122804,H,12
2014122805,A,-13
2014122806,H,4
2014122813,H,33
2014122814,H,3
2014122802,H,10
2014122815,H,14
2014122800,A,-31
2014122809,H,10
2015091000,H,7
2015091300,A,-8
2015091306,A,-7
2015091305,H,21
2015091304,H,13
2015091303,A,-7
2015091302,A,-11
2015091301,H,3
2015091307,H,12
2015091308,H,5
2015091311,A,-28
2015091310,A,-20
2015091309,H,6
2015091312,H,1
2015091400,H,2
2015091401,H,17
2015091700,A,-7
2015092000,H,7
2015092009,H,25
2015092008,A,-7
2015092007,H,10
2015092006,A,-25
2015092001,A,-8
2015092002,H,5
2015092003,H,14
2015092004,A,-4
2015092005,H,14
2015092011,H,3
2015092010,H,4
2015092012,A,-10
2015092013,H,10
2015092100,A,-13
2015092400,H,11
2015092700,A,-11
2015092709,A,-2
2015092708,A,-7
2015092707,A,-4
2015092706,H,34
2015092701,H,5
2015092702,A,-7
2015092703,H,10
2015092704,H,17
2015092705,A,-6
2015092710,H,40
2015092712,A,-27
2015092711,H,26
2015092713,A,-12
2015092800,H,10
2015100100,A,-3
2015100400,A,-13
2015100404,H,3
2015100407,A,-14
2015100406,A,-14
2015100405,H,3
2015100401,H,2
2015100402,H,27
2015100403,H,15
2015100408,H,3
2015100409,A,-14
2015100410,A,-2
2015100411,H,3
2015100412,H,6
2015100500,H,3
2015100800,A,-7
2015101101,A,-1
2015101102,H,3
2015101103,H,6
2015101104,H,7
2015101100,H,22
2015101105,A,-3
2015101107,H,14
2015101106,A,-1
2015101108,A,-25
2015101109,A,-24
2015101110,A,-6
2015101111,H,3
2015101200,A,-4
2015101500,H,10
2015101801,H,14
2015101802,H,12
2015101803,H,6
2015101804,A,-13
2015101800,H,3
2015101805,A,-3
2015101807,A,-11
2015101806,A,-28
2015101808,A,-4
2015101809,H,7
2015101810,H,5
2015101811,A,-7
2015101900,H,20
2015102200,A,-17
2015102500,H,3
2015102505,H,1
2015102508,A,-3
2015102507,A,-6
2015102506,A,-9
2015102504,H,10
2015102501,H,18
2015102502,H,18
2015102503,H,7
2015102509,A,-8
2015102510,H,7
2015102511,H,11
2015102600,H,8
2015102900,H,29
2015110100,H,35
2015110105,A,-3
2015110108,A,-14
2015110107,H,21
2015110106,H,3
2015110104,A,-3
2015110101,H,3
2015110102,A,-6
2015110103,H,14
2015110109,H,14
2015110110,A,-1
2015110111,H,19
2015110200,H,3
2015110500,H,21
2015110801,H,8
2015110802,H,17
2015110803,A,-6
2015110804,H,16
2015110800,H,3
2015110805,H,5
2015110806,H,3
2015110807,A,-14
2015110808,H,1
2015110809,H,3
2015110810,A,-6
2015110900,A,-3
2015111200,A,-5
2015111501,A,-2
2015111502,H,4
2015111503,A,-17
2015111504,A,-24
2015111500,H,33
2015111505,A,-1
2015111507,H,21
2015111506,A,-2
2015111508,A,-16
2015111509,A,-1
2015111510,A,-16
2015111511,A,-7
2015111600,A,-4
2015111900,H,6
2015112201,H,5
2015112202,A,-3
2015112208,H,3
2015112204,A,-28
2015112200,A,-2
2015112203,H,7
2015112206,H,28
2015112207,A,-10
2015112211,A,-30
2015112205,A,-17
2015112210,H,16
2015112209,H,3
2015112300,H,7
2015112600,H,31
2015112601,A,-19
2015112602,A,-4
2015112903,H,18
2015112902,H,24
2015112901,A,-10
2015112900,H,6
2015112904,H,13
2015112908,H,8
2015112907,A,-3
2015112906,A,-6
2015112905,H,18
2015112909,A,-6
2015112910,H,9
2015112911,H,6
2015113000,A,-6
2015120300,A,-4
2015120600,A,-3
2015120609,A,-24
2015120608,H,4
2015120606,A,-31
2015120605,A,-6
2015120604,H,3
2015120601,H,9
2015120602,H,2
2015120603,A,-34
2015120610,A,-14
2015120611,A,-14
2015120612,A,-7
2015120607,A,-3
2015120613,H,35
2015120700,A,-3
2015121000,H,3
2015121300,H,3
2015121313,A,-29
2015121310,H,14
2015121309,H,7
2015121301,H,22
2015121302,A,-13
2015121304,H,35
2015121305,H,7
2015121306,A,-3
2015121307,H,38
2015121308,A,-7
2015121311,A,-3
2015121312,H,21
2015121303,A,-21
2015121400,A,-7
2015121700,H,8
2015121900,A,-3
2015122000,A,-3
2015122005,H,17
2015122007,H,10
2015122006,A,-20
2015122004,A,-6
2015122003,A,-6
2015122002,H,21
2015122009,A,-10
2015122008,H,17
2015122012,A,-10
2015122011,H,16
2015122010,H,7
2015122001,A,-23
2015122100,A,-8
2015122400,H,3
2015122600,A,-14
2015122705,H,15
2015122712,H,3
2015122709,H,10
2015122708,A,-5
2015122707,H,7
2015122701,A,-6
2015122702,H,6
2015122703,A,-28
2015122704,H,4
2015122700,H,11
2015122710,H,30
2015122711,A,-6
2015122706,H,32
2015122800,H,3
2016010300,H,5
2016010301,H,10
2016010311,A,-3
2016010309,A,-4
2016010308,A,-5
2016010307,A,-11
2016010305,H,6
2016010302,H,8
2016010303,A,-16
2016010304,H,24
2016010306,H,6
2016010313,H,7
2016010312,H,28
2016010314,A,-30
2016010315,H,3
2016010310,A,-7
2016090800,H,1
2016091100,A,-7
2016091108,A,-9
2016091107,H,19
2016091106,A,-1
2016091105,A,-1
2016091104,H,6
2016091101,H,6
2016091102,H,9
2016091103,A,-4
2016091109,H,2
2016091110,A,-1
2016091111,A,-4
2016091112,A,-2
2016091200,A,-22
2016091201,H,28
2016091500,A,-6
2016091800,H,19
2016091807,A,-4
2016091806,H,8
2016091805,H,3
2016091804,H,7
2016091803,H,7
2016091802,A,-1
2016091801,A,-5
2016091809,H,6
2016091808,H,33
2016091812,H,24
2016091811,A,-7
2016091810,H,14
2016091813,H,3
2016091900,A,-15
2016092200,H,27
2016092500,H,15
2016092507,A,-7
2016092506,A,-2
2016092505,H,6
2016092504,A,-2
2016092503,H,7
2016092502,A,-12
2016092501,A,-12
2016092509,A,-5
2016092508,H,19
2016092512,H,21
2016092511,H,4
2016092510,H,31
2016092513,H,14
2016092600,A,-13
2016092900,H,15
2016100200,H,3
2016100204,H,7
2016100207,H,11
2016100206,A,-10
2016100205,A,-16
2016100201,H,15
2016100202,A,-1
2016100203,H,3
2016100208,A,-20
2016100209,A,-4
2016100210,A,-1
2016100211,A,-7
2016100212,H,29
2016100300,H,14
2016100600,A,-12
2016100901,A,-20
2016100902,H,1
2016100903,H,6
2016100904,A,-13
2016100900,A,-6
2016100905,H,18
2016100906,H,18
2016100907,A,-7
2016100908,H,14
2016100909,A,-11
2016100910,H,3
2016100911,H,7
2016101000,A,-3
2016101300,H,8
2016101600,H,29
2016101608,H,7
2016101607,H,2
2016101606,H,4
2016101605,H,3
2016101601,A,-1
2016101602,H,3
2016101603,H,15
2016101604,H,18
2016101609,A,-16
2016101611,H,2
2016101610,A,-14
2016101612,H,3
2016101700,H,25
2016102000,H,16
2016102300,A,-7
2016102304,H,6
2016102308,A,-8
2016102307,H,11
2016102301,H,14
2016102302,H,3
2016102303,A,-17
2016102305,H,3
2016102306,H,8
2016102310,A,-17
2016102309,A,-3
2016102311,A,-11
2016102312,A,0
2016102400,H,18
2016102700,H,14
2016103000,A,0
2016103005,A,-16
2016103009,H,10
2016103007,A,-6
2016103006,H,5
2016103004,H,7
2016103002,A,-16
2016103003,A,-3
2016103008,H,8
2016103001,H,1
2016103010,H,6
2016103100,H,10
2016110300,A,-15
2016110605,A,-6
2016110606,H,5
2016110604,H,4
2016110603,H,5
2016110602,A,-25
2016110601,H,7
2016110608,A,-18
2016110607,A,-3
2016110609,A,-5
2016110610,H,8
2016110600,H,10
2016110700,H,6
2016111000,H,21
2016111302,A,-3
2016111303,A,-2
2016111304,A,-3
2016111305,H,9
2016111301,A,-3
2016111306,H,26
2016111308,H,6
2016111307,H,22
2016111309,A,-7
2016111310,H,3
2016111311,A,-5
2016111312,A,-7
2016111400,H,1
2016111700,H,3
2016112001,A,-15
2016112002,H,10
2016112003,H,7
2016112004,H,7
2016112000,A,-4
2016112005,A,-2
2016112007,H,6
2016112006,H,6
2016112008,A,-4
2016112009,A,-13
2016112010,H,11
2016112011,H,18
2016112100,H,7
2016112400,H,3
2016112401,H,5
2016112402,A,-21
2016112703,A,-6
2016112702,H,7
2016112701,H,5
2016112700,H,19
2016112704,A,-14
2016112707,H,28
2016112706,H,7
2016112705,A,-8
2016112708,H,9
2016112711,A,-5
2016112710,H,3
2016112709,A,-3
2016112800,A,-14
2016120100,A,-2
2016120400,A,-1
2016120407,A,-15
2016120406,H,16
2016120405,A,-10
2016120404,H,8
2016120403,H,18
2016120401,H,32
2016120402,H,20
2016120408,H,14
2016120410,H,10
2016120409,H,8
2016120411,A,-7
2016120412,H,33
2016120500,A,-31
2016120800,H,8
2016121100,A,-7
2016121109,H,3
2016121107,A,-5
2016121106,H,3
2016121105,A,-9
2016121104,A,-5
2016121101,H,12
2016121102,A,-13
2016121103,H,3
2016121110,A,-6
2016121108,H,5
2016121112,A,-28
2016121111,H,28
2016121113,H,3
2016121200,H,7
2016121500,H,21
2016121700,A,-21
2016121802,A,-3
2016121801,H,20
2016121800,H,1
2016121805,A,-2
2016121812,A,-4
2016121807,H,11
2016121806,A,-28
2016121804,H,1
2016121808,A,-7
2016121809,H,28
2016121811,A,-3
2016121810,A,-13
2016121803,H,6
2016121900,A,-11
2016122200,H,5
2016122400,A,-3
2016122406,H,38
2016122405,H,21
2016122404,H,13
2016122403,H,3
2016122402,A,-20
2016122401,A,-17
2016122408,H,8
2016122407,H,7
2016122410,A,-3
2016122409,A,-1
2016122411,H,2
2016122500,H,4
2016122501,H,23
2016122600,H,21
2017010101,H,17
2017010110,H,7
2017010109,H,1
2017010108,H,3
2017010107,H,14
2017010106,H,20
2017010105,H,28
2017010103,H,4
2017010104,A,-21
2017010114,A,-10
2017010113,A,-38
2017010112,H,18
2017010111,A,-9
2017010115,A,-2
2017010100,H,6
2017010102,A,-7
2017090700,A,-15
2017091000,H,9
2017091008,A,-13
2017091007,A,-10
2017091005,A,-22
2017091004,H,12
2017091003,A,-3
2017091001,A,-6
2017091002,A,-20
2017091009,H,37
2017091011,A,-20
2017091010,H,8
2017091012,H,16
2017091100,H,10
2017091101,H,3
2017091400,A,-4
2017091700,H,14
2017091707,H,22
2017091706,H,17
2017091705,A,-16
2017091704,H,7
2017091703,A,-21
2017091702,A,-3
2017091701,H,6
2017091709,H,25
2017091708,A,-2
2017091712,H,3
2017091711,A,-7
2017091710,H,25
2017091713,H,11
2017091800,A,-14
2017092100,A,-2
2017092400,H,37
2017092405,H,3
2017092409,H,3
2017092408,H,14
2017092401,H,10
2017092402,A,-21
2017092403,H,6
2017092404,A,-4
2017092406,H,17
2017092407,H,3
2017092410,H,6
2017092411,H,3
2017092412,A,-14
2017092413,H,17
2017092500,A,-11
2017092800,H,21
2017100100,A,-20
2017100105,H,43
2017100108,H,3
2017100107,A,-3
2017100106,A,-7
2017100101,A,-6
2017100102,A,-17
2017100103,A,-24
2017100104,A,-5
2017100110,A,-2
2017100111,H,2
2017100109,H,3
2017100112,H,6
2017100113,H,28
2017100200,H,9
2017100500,A,-5
2017100801,A,-3
2017100802,A,-3
2017100803,H,3
2017100804,H,6
2017100800,H,4
2017100805,A,-5
2017100807,A,-21
2017100806,H,27
2017100808,A,-6
2017100809,A,-13
2017100810,A,-4
2017100811,A,-8
2017100900,A,-3
2017101200,A,-5
2017101501,A,-3
2017101502,H,16
2017101503,H,13
2017101504,H,14
2017101500,A,-3
2017101505,A,-7
2017101506,H,2
2017101507,H,5
2017101508,A,-10
2017101509,A,-6
2017101510,A,-1
2017101511,A,-13
2017101600,H,14
2017101900,H,1
2017102200,H,3
2017102207,H,8
2017102206,H,3
2017102205,H,33
2017102204,A,-27
2017102203,A,-9
2017102201,H,14
2017102202,A,-3
2017102209,A,-30
2017102210,H,21
2017102208,H,15
2017102211,A,-17
2017102212,H,16
2017102300,H,10
2017102600,H,40
2017102900,A,-17
2017102905,A,-5
2017102907,A,-14
2017102906,H,23
2017102904,H,8
2017102903,H,8
2017102901,H,20
2017102902,H,1
2017102908,H,3
2017102909,A,-14
2017102910,A,-5
2017103000,H,10
2017110200,H,13
2017110501,A,-6
2017110502,H,16
2017110503,H,20
2017110504,A,-34
2017110500,H,3
2017110505,H,28
2017110506,H,3
2017110507,A,-10
2017110508,A,-3
2017110509,H,11
2017110510,A,-3
2017110600,A,-13
2017110900,A,-6
2017111201,A,-7
2017111202,H,14
2017111203,A,-3
2017111204,H,3
2017111200,A,-37
2017111205,H,5
2017111207,A,-8
2017111206,H,4
2017111208,H,26
2017111209,H,20
2017111210,H,10
2017111211,A,-25
2017111300,H,24
2017111600,H,23
2017111900,A,-3
2017111901,A,-12
2017111902,A,-23
2017111903,H,10
2017111911,A,-10
2017111904,H,17
2017111906,H,3
2017111905,H,3
2017111907,H,30
2017111908,A,-3
2017111909,A,-25
2017111910,A,-28
2017112000,A,-3
2017112300,A,-7
2017112301,A,-22
2017112302,H,10
2017112603,A,-6
2017112602,A,-4
2017112601,H,14
2017112600,H,14
2017112604,H,18
2017112606,H,28
2017112605,A,-8
2017112608,A,-11
2017112607,H,6
2017112609,H,3
2017112610,H,7
2017112611,H,3
2017112700,H,7
2017113000,H,24
2017120300,A,-5
2017120309,H,11
2017120308,H,7
2017120306,H,26
2017120305,H,20
2017120304,H,6
2017120301,H,24
2017120302,A,-20
2017120303,A,-1
2017120310,H,9
2017120312,H,7
2017120307,H,10
2017120311,A,-16
2017120313,H,14
2017120400,A,-3
2017120700,H,3
2017121000,H,6
2017121012,A,-20
2017121007,A,-3
2017121006,H,11
2017121004,A,-10
2017121003,A,-6
2017121002,A,-26
2017121001,H,7
2017121010,H,17
2017121009,H,23
2017121008,H,5
2017121011,A,-8
2017121005,H,6
2017121013,H,1
2017121100,H,7
2017121400,A,-12
2017121600,H,10
2017121601,H,17
2017121703,H,38
2017121702,A,-17
2017121701,H,7
2017121700,H,8
2017121704,H,27
2017121707,H,5
2017121706,A,-5
2017121705,H,12
2017121708,A,-35
2017121710,H,2
2017121709,A,-3
2017121711,A,-3
2017121800,A,-3
2017122300,H,7
2017122301,A,-16
2017122402,H,9
2017122403,H,16
2017122404,H,21
2017122401,H,17
2017122400,H,3
2017122405,H,10
2017122408,H,16
2017122407,A,-4
2017122406,A,-7
2017122409,H,11
2017122411,A,-9
2017122410,H,23
2017122500,A,-28
2017122501,H,9
2017123107,H,8
2017123106,H,20
2017123105,H,13
2017123102,H,24
2017123103,H,9
2017123109,H,4
2017123108,A,-6
2017123114,A,-21
2017123113,H,20
2017123112,A,-3
2017123111,H,5
2017123110,H,7
2017123104,A,-6
2017123115,A,-2
2017123100,H,12
2017123101,A,-4
2018090600,H,6
2018090900,H,44
2018090907,A,-5
2018090906,A,-8
2018090905,H,7
2018090904,H,8
2018090903,H,7
2018090902,A,-11
2018090901,A,0
2018090908,A,-10
2018090911,H,3
2018090910,H,8
2018090909,A,-18
2018090912,H,1
2018091000,A,-31
2018091001,A,-20
2018091300,H,11
2018091600,H,7
2018091608,A,-12
2018091607,H,3
2018091606,H,6
2018091605,A,-5
2018091604,A,-8
2018091601,A,-11
2018091602,A,0
2018091603,H,3
2018091610,H,3
2018091609,H,34
2018091612,H,11
2018091611,H,1
2018091613,H,7
2018091700,H,7
2018092000,H,4
2018092300,A,-6
2018092309,H,14
2018092308,H,4
2018092307,A,-21
2018092306,H,8
2018092301,H,13
2018092302,H,10
2018092303,A,-5
2018092304,A,-3
2018092305,H,11
2018092310,H,12
2018092312,H,11
2018092311,A,-2
2018092313,H,16
2018092400,A,-3
2018092700,H,7
2018093005,H,19
2018093006,H,31
2018093007,H,3
2018093004,A,-3
2018093003,H,22
2018093002,H,2
2018093001,H,38
2018093000,A,-1
2018093008,A,-3
2018093009,H,3
2018093011,A,-15
2018093010,H,2
2018093012,A,-12
2018100100,A,-4
2018100400,H,14
2018100700,H,1
2018100707,H,24
2018100706,H,18
2018100705,H,16
2018100704,H,8
2018100703,H,3
2018100701,H,2
2018100702,H,10
2018100708,H,16
2018100710,A,-10
2018100709,A,-2
2018100711,A,-2
2018100712,H,3
2018100800,H,24
2018101100,A,-21
2018101400,H,5
2018101408,H,6
2018101407,A,-24
2018101406,H,8
2018101405,H,10
2018101401,A,-7
2018101402,A,-24
2018101403,H,7
2018101404,H,3
2018101409,A,-3
2018101411,A,-21
2018101410,H,33
2018101412,H,3
2018101500,H,3
2018101800,A,-35
2018102100,H,1
2018102104,A,-13
2018102108,A,-4
2018102107,A,-20
2018102102,A,-7
2018102103,H,32
2018102109,H,3
2018102106,A,-11
2018102101,A,-1
2018102110,H,3
2018102111,A,-29
2018102105,H,35
2018102200,H,3
2018102500,H,19
2018102800,A,-6
2018102805,H,7
2018102807,H,15
2018102806,A,-7
2018102804,A,-14
2018102803,H,3
2018102802,H,14
2018102801,H,15
2018102808,A,-14
2018102809,H,3
2018102810,H,2
2018102811,A,-10
2018102900,A,-19
2018110100,H,31
2018110401,A,-32
2018110402,H,14
2018110403,A,-16
2018110404,H,7
2018110400,A,-7
2018110405,H,15
2018110406,A,-24
2018110407,A,-2
2018110408,A,-8
2018110409,H,10
2018110410,H,14
2018110500,A,-14
2018110800,H,31
2018111101,A,-37
2018111102,H,12
2018111100,H,12
2018111105,H,12
2018111108,H,24
2018111107,A,-13
2018111106,A,-31
2018111104,H,3
2018111109,A,-14
2018111110,H,5
2018111103,H,19
2018111111,A,-7
2018111200,A,-4
2018111500,H,3
2018111801,H,3
2018111800,A,-3
2018111805,H,3
2018111810,A,-4
2018111806,A,-2
2018111804,H,28
2018111803,H,1
2018111808,A,-1
2018111807,A,-2
2018111809,H,41
2018111802,H,5
2018111900,H,3
2018112200,A,-7
2018112201,H,8
2018112202,H,14
2018112503,A,-15
2018112507,H,18
2018112501,H,3
2018112500,H,17
2018112502,A,-3
2018112505,A,-14
2018112506,H,3
2018112508,H,35
2018112504,H,3
2018112509,H,7
2018112510,H,7
2018112600,H,17
2018112900,H,3
2018120200,A,-10
2018120209,H,7
2018120207,H,3
2018120206,H,4
2018120205,H,6
2018120204,H,16
2018120201,A,-14
2018120202,A,-14
2018120203,A,-3
2018120210,A,-7
2018120211,H,4
2018120213,H,27
2018120212,H,14
2018120208,A,-3
2018120300,H,15
2018120600,H,21
2018120900,A,-4
2018120908,A,-24
2018120907,A,-14
2018120906,H,1
2018120905,H,3
2018120904,A,-3
2018120903,H,14
2018120902,H,6
2018120910,H,6
2018120909,H,5
2018120911,A,-14
2018120913,H,3
2018120912,H,6
2018120901,H,9
2018121000,H,14
2018121300,A,-1
2018121500,A,-7
2018121501,A,-1
2018121603,H,7
2018121602,H,1
2018121601,H,8
2018121600,H,26
2018121604,H,14
2018121608,A,-17
2018121607,H,24
2018121606,A,-3
2018121605,H,23
2018121609,H,3
2018121610,H,7
2018121611,A,-7
2018121700,A,-3
2018122200,H,9
2018122201,A,-12
2018122305,H,8
2018122306,H,7
2018122307,A,-18
2018122308,H,12
2018122309,A,-6
2018122310,H,2
2018122304,A,-14
2018122300,H,1
2018122302,A,-10
2018122311,A,-22
2018122312,A,-5
2018122313,H,3
2018122314,H,7
2018122400,H,13
2018123001,H,25
2018123010,A,-2
2018123008,A,-1
2018123007,A,-19
2018123006,H,35
2018123003,H,17
2018123002,A,-31
2018123012,A,-24
2018123013,A,-14
2018123004,H,32
2018123005,A,-14
2018123000,H,2
2018123014,H,16
2018123009,H,3
2018123015,H,3
2018123011,A,-16
2019090500,A,-7
2019090800,A,-3
2019090806,H,5
2019090805,A,-1
2019090804,H,16
2019090803,A,-49
2019090802,A,-14
2019090801,A,-30
2019090807,H,6
2019090808,H,1
2019090811,A,-14
2019090810,H,18
2019090809,A,0
2019090812,H,30
2019090900,H,2
2019090901,H,8
2019091200,A,-6
2019091500,H,6
2019091509,A,-10
2019091508,A,-2
2019091507,A,-2
2019091506,A,-14
2019091501,A,-24
2019091502,H,3
2019091503,H,5
2019091504,H,1
2019091505,A,-43
2019091510,A,-18
2019091512,H,18
2019091511,A,-2
2019091513,H,4
2019091600,A,-20
2019091900,H,13
2019092200,H,4
2019092207,A,-3
2019092206,H,16
2019092205,H,20
2019092204,H,5
2019092203,H,3
2019092202,H,11
2019092201,H,25
2019092209,A,-1
2019092208,A,-18
2019092212,H,4
2019092211,A,-6
2019092210,A,-7
2019092213,A,-7
2019092300,A,-16
2019092600,A,-7
2019092900,A,-14
2019092907,H,21
2019092906,A,-20
2019092905,A,-7
2019092904,A,-6
2019092903,A,-4
2019092901,A,-15
2019092902,A,-6
2019092909,A,-15
2019092908,A,-17
2019092910,H,10
2019092911,A,-2
2019092912,H,2
2019093000,H,24
2019100300,H,1
2019100600,H,7
2019100609,A,-26
2019100608,A,-7
2019100607,A,-3
2019100601,A,-3
2019100602,H,21
2019100603,H,7
2019100604,A,-18
2019100605,H,3
2019100606,H,25
2019100610,A,-7
2019100611,A,-10
2019100612,A,-6
2019100700,H,28
2019101000,H,21
2019101300,A,-11
2019101305,A,-1
2019101306,H,18
2019101304,A,-7
2019101303,A,-7
2019101302,A,-4
2019101301,H,6
2019101308,A,-13
2019101307,H,1
2019101310,H,2
2019101309,H,16
2019101311,A,-7
2019101400,H,1
2019101700,A,-24
2019102001,H,10
2019102002,A,-10
2019102003,A,-12
2019102004,H,18
2019102000,A,-27
2019102005,H,7
2019102007,A,-9
2019102006,A,-6
2019102008,H,3
2019102009,A,-11
2019102010,A,-14
2019102011,H,27
2019102100,A,-33
2019102400,H,10
2019102700,A,-7
2019102710,H,2
2019102708,H,4
2019102707,H,22
2019102706,H,14
2019102701,A,-18
2019102702,A,-1
2019102703,H,5
2019102705,H,14
2019102709,H,38
2019102704,H,3
2019102711,H,14
2019102712,A,-7
2019102800,H,13
2019103100,A,-3
2019110300,A,-23
2019110305,H,8
2019110306,H,2
2019110304,H,8
2019110303,H,3
2019110302,H,10
2019110301,H,15
2019110308,H,6
2019110307,H,7
2019110310,H,15
2019110309,H,5
2019110311,H,17
2019110400,A,-19
